document_name,query,codes
CO_HB_24_1152,"D) A PROGRAM IN WHICH THE COLORADO HOUSING AND FINANCE AUTHORITY OFFERS LOANS, REVOLVING LINES OF CREDIT, OR GRANTS TO ELIGIBLE NON-PROFITS, PUBLIC HOUSING AUTHORITIES, AND COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS TO MAKE DIRECT LOANS OR GRANTS TO SUPPORT THE CONSTRUCTION OR CONVERSION OF ACCESSORY DWELLING UNITS FOR LOW- AND MODERATE-INCOME BORROWERS OR TENANTS. 

(II) ANY CONTRACT MADE BY THE COMMISSION WITH THE COLORADO HOUSING AND FINANCE AUTHORITY PURSUANT TO THIS SUBSECTION (1)(q) MAY INCLUDE NORMAL AND CUSTOMARY FEES AND EXPENSES FOR ADMINISTRATING THE PROGRAMS DESCRIBED IN THIS 

SUBSECTION (1)(q).","['Low-Income', 'Middle-Income', 'Increasing Funding', 'ADU', 'Increasing Loan Access', 'Local Gov', 'Developers', 'Conditional Incentives']"
CO_HB_24_1152,"24-46-105. Colorado economic development fund - creation - report - repeal. (1) (c) (I) ON JULY 1, 2024, THE STATE TREASURER SHALL TRANSFER EIGHT MILLION DOLLARS FROM THE GENERAL FUND TO THE FUND. 

PAGE 22-HOUSE BILL 24-1152

THE COMMISSION SHALL USE THE FUNDS TRANSFERRED PURSUANT TO THIS SUBSECTION (1)(c)(I) TO CONTRACT WITH THE COLORADO HOUSING AND FINANCE AUTHORITY, CREATED IN PART 7 OF ARTICLE 4 OF TITLE 29, FOR THE PURPOSES DESCRIBED IN SECTION 24-46-104 (1)(q). 

(II) THIS SUBSECTION (1)(c) IS REPEALED, EFFECTIVE JULY 1, 2025.","['Budget Amount Allocated', 'Time of Adoption']"
CO_HB_24_1152,"24-67-105. Standards and conditions for planned unit development - definitions. (5.3) (a) IN A SUBJECT JURISDICTION, ANY PLANNED UNIT DEVELOPMENT RESOLUTION OR ORDINANCE THAT IS ADOPTED OR APPROVED ON OR AFTER THE EFFECTIVE DATE OF THIS SUBSECTION (5.3), AND THAT ALLOWS THE CONSTRUCTION OF ONE OR MORE SINGLE-UNIT DETACHED DWELLINGS, MUST NOT RESTRICT THE CREATION OF AN ACCESSORY DWELLING UNIT AS AN ACCESSORY USE TO ANY SINGLE-UNIT DETACHED DWELLING MORE THAN THE LOCAL LAW THAT APPLIES TO ACCESSORY DWELLING UNIT DEVELOPMENT OUTSIDE OF A PLANNED UNIT DEVELOPMENT OR IN ANY WAY THAT IS PROHIBITED BY SECTION 29-35-103.","['Zoning', 'ADU', 'Urban', 'Local Gov', 'Requirement']"
CO_HB_24_1152,"(b) IN A SUBJECT JURISDICTION, ANY PLANNED UNIT DEVELOPMENT RESOLUTION OR ORDINANCE THAT WAS ADOPTED OR APPROVED BEFORE THE EFFECTIVE DATE OF THIS SUBSECTION (5.3), THAT ALLOWS THE CONSTRUCTION OF ONE OR MORE SINGLE-UNIT DETACHED DWELLINGS, AND THAT RESTRICTS THE CONSTRUCTION OF AN ACCESSORY DWELLING UNIT AS AN ACCESSORY USE TO ANY SINGLE-UNIT DETACHED DWELLING MORE THAN THE LOCAL LAW THAT APPLIES TO ACCESSORY DWELLING UNIT DEVELOPMENT OUTSIDE OF A PLANNED UNIT DEVELOPMENT: 

(I) SHALL NOT BE INTERPRETED OR ENFORCED TO RESTRICT THE CREATION OF AN ACCESSORY DWELLING UNIT AS AN ACCESSORY USE TO ANY SINGLE-UNIT DETACHED DWELLING UNIT IN ANY WAY THAT IS PROHIBITED BY SECTION 29-35-103; AND 

(II) MAY BE SUPERSEDED BY THE ADOPTION OF A LOCAL LAW PURSUANT TO SECTION 29-35-103","['ADU', 'Zoning', 'Local Gov', 'Urban', 'Requirement']"
CO_HB_24_1152,"(c) NOTWITHSTANDING SUBSECTION (5.3)(b) OF THIS SECTION, A LOCAL GOVERNMENT MAY ADOPT CONFORMING AMENDMENTS TO ANY SUCH 

PAGE 23-IIOUSE BILL 24-1152

PLANNED UNIT DEVELOPMENT.","['Local Gov', 'Authorization']"
CO_HB_24_1152,"d) AS USED IN THIS SUBSECTION (5.3), UNLESS THE CONTEXT OTHERWISE REQUIRES: 

(I) ""ACCESSORY DWELLING UNIT"" HAS THE SAME MEANING AS SET FORTH IN SECTION 29-35-102 (2). 

(II) ""LOCAL LAW"" HAS THE SAME MEANING AS SET FORTH IN SECTION 29-35-102 (13). 

(III) "" JURISDICTION"" HAS THE SAME MEANING AS SET FORTH IN SECTION 29-35-102 (21)",['Definition']
CO_HB_24_1152,"38-33.3-106.5. Prohibitions contrary to public policy - patriotic, political, or religious expression - public rights-of-way - fire prevention - renewable energy generation devices - affordable housing - drought prevention measures - child care - definitions. (4) (a) IN A SUBJECT JURISDICTION OR AN ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION, NO PROVISION OF A DECLARATION, BYLAW, OR RULE OF AN ASSOCIATION THAT IS ADOPTED ON OR AFTER THE EFFECTIVE DATE OF THIS SUBSECTION (4) MAY RESTRICT THE CREATION OF AN ACCESSORY DWELLING UNIT AS AN ACCESSORY USE TO ANY SINGLE-UNIT DETACHED DWELLING IN ANY WAY THAT IS PROHIBITED BY SECTION 29-35-103, AND ANY PROVISION OF A DECLARATION, BYLAW, OR RULE THAT INCLUDES SUCH A RESTRICTION IS VOID AS A MATTER OF PUBLIC POLICY.","['Zoning', 'ADU', 'Local Gov', 'Authorization']"
CO_HB_24_1152,"b) IN A SUBJECT JURISDICTION OR AN ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION, NO PROVISION OF A DECLARATION, BYLAW, OR RULE OF AN ASSOCIATION THAT IS ADOPTED BEFORE THE EFFECTIVE DATE OF THIS SUBSECTION (4) MAY RESTRICT THE CREATION OF AN ACCESSORY DWELLING UNIT AS AN ACCESSORY USE TO ANY SINGLE-UNIT DETACHED DWELLING IN ANY WAY THAT IS PROHIBITED BY SECTION 29-35-103, AND ANY PROVISION OF A DECLARATION, BYLAW, OR RULE THAT INCLUDES SUCH A RESTRICTION IS VOID AS A MATTER OF PUBLIC POLICY.","['Zoning', 'Local Gov', 'ADU', 'Requirement']"
CO_HB_24_1152,"(d) AS USED IN THIS SUBSECTION (4), UNLESS THE CONTEXT OTHERWISE REQUIRES: 

(I) ""ACCESSORY DWELLING UNIT"" HAS THE SAME MEANING AS SET FORTH IN SECTION 29-35-102 (2). 

(II) ""ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION"" HAS THE SAME MEANING AS SET FORTH IN SECTION 29-35-102 (3). 

(III) ""SUBJECT JURISDICTION"" HAS THE SAME MEANING AS SET FORTH IN SECTION 29-35-102 (21)",['Definition']
CO_HB_24_1152,"SECTION 7. Appropriation. (1) For the 2024-25 state fiscal year, $537,246 is appropriated to the department of local affairs. This appropriation is from the accessory dwelling unit fee reduction and encouragement grant program fund created in section 29-35-105 (7)(a), C.R.S. To implement this act, the department may use this appropriation as follows: 

(a) $467,246 for use by division of local government for accessory dwelling unit fee reduction and encouragement grant program related to local government services, which amount is based on an assumption that the division will require an additional 4.9 FTE; and 

(b) $70,000 for the purchase of information technology services. 

(2) For the 2024-25 state fiscal year, $70,000 is appropriated to the office of the governor for use by the office of information technology. This appropriation is from reappropriated funds received from the department of local affairs under subsection (1)(b) of this section. To implement this act, the office may use this appropriation to provide information technology services for the department of local affairs.",['Budget Amount Allocated']
CA_AB_20_434,"50517.5. (a) (1) The department shall establish the Joe Serna, Jr. Farmworker Housing Grant Program under which, subject to the availability of funds therefor, grants or loans, or both, shall be made to local public entities, nonprofit corporations, limited liability companies, and limited partnerships, for the construction or rehabilitation of housing for agricultural employees and their families or for the acquisition of manufactured housing as part of a program to address and remedy the impacts of current and potential displacement of farmworker families from existing labor camps, mobilehome parks, or other housing. Under this program, grants or loans, or both, may also be made for the cost of acquiring the land and any building thereon in connection with housing assisted pursuant to this section and for the construction and rehabilitation of related support facilities necessary to the housing. In its administration of this program, the department shall disburse grants or loans, or both, to the local public entities, nonprofit corporations, limited liability companies, or limited partnerships or may, at the request of the local public entity, nonprofit corporation, limited liability company, or limited partnership that sponsors and supervises the rehabilitation or construction program, disburse grant funds to agricultural employees who are participants in a rehabilitation or construction program 

88 

— 4 —Ch. 192

sponsored and supervised by the local public entity, nonprofit corporation, limited liability company, or limited partnership. No part of a grant or loan made pursuant to this section may be used for project organization or planning","['Workforce', 'Manufactured', 'Multi-Family', 'Developers', 'Increasing Loan Access', 'Increasing Grant/Funding Access', 'Requirement']"
CA_AB_20_434,"(2) Notwithstanding any other provision of this chapter, upon the request of a grantee the program also may loan funds to a grantee at no more than 3 percent simple interest. Principal and accumulated interest is due and payable upon completion of the term of the loan. For multifamily housing loans made pursuant to this subdivision, the department shall require annual loan payments in the minimum amount necessary to cover the costs of project monitoring. For the first 30 years of the loan term, the amount of the required loan payments shall not exceed 0.42 percent per annum. For any loan made pursuant to this subdivision, the performance requirements of the lien shall remain in effect for a period of no less than the original term of the loan.","['Increasing Loan Access', 'Increasing Grant/Funding Access', 'Developers', 'Workforce', 'Manufactured', 'Multi-Family', 'Requirement', 'Conditional Incentives']"
CA_AB_20_434,(3) The program shall be administered by the Director of Housing and Community Development and officers and employees of the department as they may designate.,"['Increasing Loan Access', 'Increasing Grant/Funding Access', 'Conditional Incentives']"
CA_AB_20_434,"(b) (1) The Joe Serna, Jr. Farmworker Housing Grant Fund is hereby created in the State Treasury. Notwithstanding Section 13340 of the Government Code, all money in the fund is continuously appropriated to the department for making grants or loans, or both, pursuant to this section and Section 50517.10, for purposes of Chapter 8.5 (commencing with Section 50710), and for costs incurred by the department in administering these programs. 

(2) There shall be paid into the fund the following: 

(A) Any moneys appropriated and made available by the Legislature for purposes of the fund. 

(B) Any moneys that the department receives in repayment or return of grants or loans from the fund, including any interest therefrom. 

(C) Any other moneys that may be made available to the department for the purposes of this chapter from any other source or sources. 

(D) All moneys appropriated to the department for the purposes of Chapter 8.5 (commencing with Section 50710) and any moneys received by the department from the occupants of housing or shelter provided pursuant to Chapter 8.5 (commencing with Section 50710). These moneys shall be separately accounted for from the other moneys deposited in the fund.","['Increasing Loan Access', 'Increasing Grant/Funding Access', 'Conditional Incentives']"
CA_AB_20_434,"(c) With respect to the supervision of grantees, the department shall do the following: 

(1) Establish minimum capital reserves to be maintained by grantees. 

(2) Fix and alter from time to time a schedule of rents that may be necessary to provide residents of housing assisted pursuant to this section with affordable rents to the extent consistent with the maintenance of the financial integrity of the housing project. No grantee shall increase the rent on any unit constructed or rehabilitated with the assistance of funds provided pursuant to this section without the prior permission of the department, which shall be given only if the grantee affirmatively demonstrates that the 

88 

Ch. 192— 5 —

increase is required to defray necessary operating costs or avoid jeopardizing the fiscal integrity of the housing project. 

(3) Determine standards for, and control selection by grantees of, tenants and subsequent purchasers of housing constructed or rehabilitated with the assistance of funds provided pursuant to this section. 

(4) (A) Require as a condition precedent to a grant or loan, or both, of funds that the applicant have site control that is satisfactory to the department; that the grantee be record owner in fee of the assisted real property or provide other security including a lien on the manufactured home that is satisfactory to the department to ensure compliance with the construction, financial, and program obligations; and that the grantee shall have entered into a written agreement with the department binding upon the grantee and successors in interest to the grantee. The agreement shall include the conditions under which the funds advanced may be repaid. The agreement shall include provisions for a lien on the assisted real property or manufactured home in favor of the State of California for the purpose of securing performance of the agreement. The agreement shall also provide that the lien shall endure until released by the Director of Housing and Community Development. 

(B) If funds granted or loaned pursuant to this section constitute less than 25 percent of the total development cost or value, whichever is applicable, of a project assisted under this section, the department may adopt, by regulation, criteria for determining the number of units in a project to which the restrictions on occupancy contained in the agreement apply. In no event may these regulations provide for the application of the agreement to a percentage of units in a project that is less than the percentage of total development costs that funds granted or loaned pursuant to this section represent. 

(C) Contemporaneously with the disbursement of the initial funds to a grantee, the department shall cause to be recorded, in the office of the county recorder of the county in which the assisted real property is located, a notice of lien executed by the Director of Housing and Community Development. The notice of lien shall refer to the agreement required by this paragraph for which it secures and it shall include a legal description of the assisted real property that is subject to the lien. The notice of lien shall be indexed by the recorder in the Grantor Index to the name of the grantee and in the Grantee Index to the name of the State of California, Department of Housing and Community Development. For manufactured housing, the liens shall be recorded by the department in the same manner as other manufactured housing liens are recorded. The department shall adopt by regulation criteria for the determination of the lien period. This regulation shall take into account whether the property is held by multifamily rental, single-family ownership, or cooperative ownership and whether it is new construction or rehabilitative construction. The lien period for manufactured housing liens for manufactured homes shall not exceed 10 years. 

(D) Pursuant to regulations adopted by the department, the department may execute and cause to be recorded in the office of the recorder of the 

88 

— 6 —Ch. 192

county in which a notice of lien has been recorded, or the department, as appropriate, a subordination of the lien. The regulations adopted by the department shall provide that any subordination of the lien shall not jeopardize the security interest of the state and shall further the interest of farmworker housing. The recitals contained in the subordination shall be conclusive in favor of any bona fide purchaser or lender relying thereon. 

(E) Prior to funds granted pursuant to this section being used to finance the acquisition of a manufactured home, the grantee shall ensure that the home either is already installed in a location where it will be occupied by the eligible household or that a location has been leased or otherwise made available for the manufactured home to be occupied by the eligible household. 

(5) Regulate the terms of occupancy agreements or resale controls, to be used in housing assisted pursuant to this section. 

(6) Provide linguistically appropriate services and publications, or require grantees to do so, as necessary to implement the purposes of this section. 

(7) The agreement between the department and the grantee shall provide, among other things, that both of the following occur: 

(A) Upon the sale or conveyance of the real property, or any part thereof, for use other than for agricultural employee occupancy, the grantee or its successors shall, as a condition for the release of the lien provided pursuant to paragraph (4), repay to the fund the department’s grant and loan funds. 

(B) Upon the sale or conveyance of the real property or any part thereof for continued agricultural employee occupancy, the transferee shall assume the obligation of the transferor and the real property shall be transferred to the new owner; provided that the transferee agrees to abide by the agreement entered into between the transferor and the department and that the new owner takes the property subject to the lien provided pursuant to paragraph 

(4), except that this lien shall, at the time of the transfer of the property to the new owner, be extended for an additional lien period determined by the department pursuant to paragraph (4), and the new owner shall not be credited with the lien period that had run from the time the transferor had acquired the property to the time of transfer to the new owner, unless the department determines that it is in the best interest of the state and consistent with the intent of this section to so credit the lien period to the new owner. However, the lien shall have priority as of the recording date of the lien for the original grantee, pursuant to paragraph (4).","['Increasing Loan Access', 'Increasing Grant/Funding Access', 'Conditional Incentives', 'State Gov', 'Requirement']"
CA_AB_20_434,"(d) The department may do any of the following with respect to grantees: 

(1) Through its agents or employees enter upon and inspect the lands, buildings, and equipment of a grantee, including books and records, at any time before, during, or after construction or rehabilitation of units assisted pursuant to this section. However, there shall be no entry or inspection of any unit that is occupied, whether or not any occupant is actually present, without the consent of the occupant. 

(2) Supervise the operation and maintenance of any housing assisted pursuant to this section and order repairs as may be necessary to protect the public interest or the health, safety, or welfare of occupants of the housing.",['nan']
CA_AB_20_434,"(e) The department shall include in its annual report required by Section 50408, a current report of the Joe Serna, Jr. Farmworker Housing Grant Program. The report shall include, but need not be limited to, (1) the number of households assisted, (2) the average income of households assisted and the distribution of annual incomes among assisted households, (3) the rents paid by households assisted, (4) the number and amount of grants or loans, or both, made to each grantee in the preceding year, (5) the dollar value of funding derived from sources other than the state for each project receiving a grant or loan, or both, under this section, and an identification of each source, (6) recommendations, as needed, to improve operations of the program and respecting the desirability of extending its application to other groups in rural areas identified by the department as having special need for state housing assistance, and (7) the number of manufactured housing units assisted under this section.","['Reporting', 'State Gov', 'Requirement']"
CA_AB_20_434,"(1) “Agricultural employee” has the same meaning as specified in subdivision (b) of Section 1140.4 of the Labor Code, but also includes any person who works on or off the farm in the processing of any agricultural commodity until it is shipped for distribution, whether or not this person is encompassed within the definition specified in subdivision (b) of Section 

1140.4 of the Labor Code.","['Definition', 'Workforce']"
CA_AB_20_434,"(2) “Grantee” means the local public entity, nonprofit corporation, limited liability company, or limited partnership that is awarded the grant or loan, or both, under this section, and, at the request thereof, may include an agricultural employee receiving direct payment of a grant for rehabilitation under this section who occupies the assisted housing both before and after the rehabilitation and may include an agricultural employee receiving direct payment of a grant for construction under this section who will occupy the assisted housing and who is a participant in a rehabilitation or construction program sponsored and supervised by a local public entity, nonprofit corporation, limited liability company, or limited partnership","['Developers', 'Definition']"
CA_AB_20_434,"(3) “Housing” may include, but is not necessarily limited to, conventionally constructed units and manufactured housing installed pursuant to either Section 18551 or 18613.",['Definition']
CA_AB_20_434,"(4) “Local public entity” includes, but is not limited to, the duly constituted governing body of an Indian reservation or rancheria or a tribally designated housing entity as defined in Section 4103 of Title 25 of the United States Code and Section 50104.6.5.",['Definition']
CA_AB_20_434,(5) “Limited liability company” means a limited liability company where all the members are nonprofit public benefit corporations.,['Definition']
CA_AB_20_434,"(6) “Limited partnership” means a limited partnership where all of the general partners are either nonprofit public benefit corporations, limited liability companies, or a combination of nonprofit public benefit corporations and limited liability companies",['Definition']
CA_AB_20_434,"(7) “Nonprofit corporations” includes, but is not limited to, a tribally designated housing entity as defined in Section 4103 of Title 25 of the United States Code and Section 50104.6.5.",['Definition']
CA_AB_20_434,(g) The department may provide the assistance offered pursuant to this chapter in any area where there is a substantial unmet need for farmworker housing.,['nan']
CA_AB_20_434,"(h) This section shall remain in effect only until January 1, 2022, and as of that date is repealed.",['Repeal']
CA_AB_20_434,"50517.5. (a) (1) The department shall establish the Joe Serna, Jr. Farmworker Housing Grant Program under which, subject to the availability of funds, there shall be made to local public entities, nonprofit corporations, limited liability companies, and limited partnerships, any of the following: 

(A) Loans for the construction or rehabilitation of rental housing for lower-income agricultural employees and their families, including the cost of acquiring the land and any building related thereto and constructing or rehabilitating-related support facilities necessary to the housing. For the funds loaned under this subparagraph, the department shall do all of the following: 

(i) Make funds available at the same time it makes funds, if any, available under the Multifamily Housing Program (Chapter 6.7 (commencing with Section 50675) of Part 2). 

(ii) Rate and rank applications in a manner consistent with the Multifamily Housing Program (Chapter 6.7 (commencing with Section 50675) of Part 

2), except that the department may establish additional point categories for the purposes of rating and ranking applications that seek funding pursuant to this paragraph in addition to those used in the Multifamily Housing Program. 

(iii) Administer funds subject to this chapter in a manner consistent with the Multifamily Housing Program (Chapter 6.7 (commencing with Section 50675) of Part 2), except that assisted units may serve agricultural employees and their families with incomes of up to 80 percent of the area median income. 

(iv) Only applications meeting the threshold requirements of this subparagraph, and any additional threshold requirements established by the department, shall be eligible to receive funds pursuant to this subparagraph. 

(B) Loans that assist development projects involving multiple home ownership units, including single-family subdivisions, for lower-income agricultural employees and their families, including the cost of acquiring the land and constructing or rehabilitating-related support facilities necessary to the housing. Upon completion of construction, the department may convert project loans into grants for programs of assistance to lower-income agricultural employees and their families consistent with the process described in subdivision (c) of Section 50650.3. For the funds loaned under this subparagraph, the department shall do all of the following: 

(i) Make funds available at the same time it makes funds, if any, available under the CalHome Program authorized by Chapter 6 (commencing with Section 50650). 

(ii) Rate and rank applications in a manner consistent with the CalHome Program authorized by Chapter 6 (commencing with Section 50650), except 

88 

Ch. 192— 9 —

that the department may establish additional point categories for the purposes of rating and ranking applications that seek funding pursuant to this paragraph in addition to those used in the CalHome Program. 

(iii) Administer funds subject to this chapter in a manner consistent with the CalHome Program authorized by Chapter 6 (commencing with Section 50650). 

(iv) Only applications meeting the threshold requirements of this subparagraph, and any additional threshold requirements established by the department, shall be eligible to receive funds pursuant to this subparagraph. 

(C) Grants for programs that assist lower-income agricultural employees and their families to become or remain homeowners consistent with the eligible funding purposes described in Section 50650.3. For the funds granted under this subparagraph, the department shall do all of the following: 

(i) Make funds available at the same time it makes funds, if any, available under the CalHome Program authorized by Chapter 6 (commencing with Section 50650). 

(ii) Rate and rank applications in a manner consistent with the CalHome Program authorized by Chapter 6 (commencing with Section 50650), except that the department may establish additional point categories for the purposes of rating and ranking applications that seek funding pursuant to this paragraph in addition to those used in the CalHome Program. 

(iii) Administer funds subject to this chapter in a manner consistent with the CalHome Program authorized by Chapter 6 (commencing with Section 50650). 

(iv) Only applications meeting the threshold requirements of this subparagraph, and any additional threshold requirements established by the department, shall be eligible to receive funds pursuant to this subparagraph. 

(D) Grants for the acquisition of manufactured housing as part of a program to address and remedy the impacts of current and potential displacement of lower-income farmworker families from existing labor camps, mobilehome parks, or other housing, including the cost of acquiring the land related to the housing and constructing or rehabilitating-related support facilities necessary to the housing. For the funds granted under this subparagraph, the department shall do all of the following: 

(i) Make funds available at the same time it makes funds, if any, available under the CalHome Program authorized by Chapter 6 (commencing with Section 50650). 

(ii) Rate and rank applications in a manner consistent with the CalHome Program authorized by Chapter 6 (commencing with Section 50650), except that the department may establish additional point categories for the purposes of rating and ranking applications that seek funding pursuant to this paragraph in addition to those used in the CalHome Program. 

(iii) Administer funds subject to this chapter in a manner consistent with the CalHome Program authorized by Chapter 6 (commencing with Section 50650). 

88 

— 10 —Ch. 192

(iv) Only applications meeting the threshold requirements of this subparagraph, and any additional threshold requirements established by the department, shall be eligible to receive funds pursuant to this subparagraph.","['Workforce', 'Rehabilitation', 'Increasing Loan Access', 'Increasing Grant/Funding Access', 'Low-Income', 'Developers', 'Conditional Incentives', 'Requirement']"
CA_AB_20_434,"(2) With respect to any moneys appropriated for the purposes of this section, the department shall determine the amounts, if any to be made available for each of the purposes described in paragraph (1).",['nan']
CA_AB_20_434,"(b) (1) The Joe Serna, Jr. Farmworker Housing Grant Fund is hereby created in the State Treasury. Notwithstanding Section 13340 of the Government Code, all money in the fund is continuously appropriated to the department for making grants or loans, or both, pursuant to this section and Section 50517.10, for purposes of Chapter 8.5 (commencing with Section 50710), and for costs incurred by the department in administering these programs.","['Increasing Loan Access', 'Increasing Grant/Funding Access']"
CA_AB_20_434,"(2) There shall be paid into the fund the following: 

(A) Any moneys appropriated and made available by the Legislature for purposes of the fund. 

(B) Any moneys that the department receives in repayment or return of grants or loans from the fund, including any interest therefrom. 

(C) Any other moneys that may be made available to the department for the purposes of this chapter from any other source or sources. 

(D) All moneys appropriated to the department for the purposes of Chapter 8.5 (commencing with Section 50710) and any moneys received by the department from the occupants of housing or shelter provided pursuant to Chapter 8.5 (commencing with Section 50710). These moneys shall be separately accounted for from the other moneys deposited in the fund.","['Increasing Loan Access', 'Increasing Grant/Funding Access']"
CA_AB_20_434,"(c) (1) If funds granted or loaned pursuant to this section constitute less than 25 percent of the total development cost or value, whichever is applicable, of a project assisted under this section, the department may adopt, criteria for determining the number of units in a project to which the restrictions on occupancy contained in the agreement apply. In no event may these regulations provide for the application of the agreement to a percentage of units in a project that is less than the percentage of total development costs that funds granted or loaned pursuant to this section represent.","['Increasing Loan Access', 'Increasing Grant/Funding Access']"
CA_AB_20_434,"(2) Prior to funds granted pursuant to this section being used to finance the acquisition of a manufactured home, the grantee shall ensure that the home either is already installed in a location where it will be occupied by the eligible household or that a location has been leased or otherwise made available for the manufactured home to be occupied by the eligible household.","['Increasing Loan Access', 'Increasing Grant/Funding Access']"
CA_AB_20_434,"(3) The department shall provide linguistically appropriate services and publications, or require grantees to do so, as necessary to implement the purposes of this section.","['Increasing Loan Access', 'Increasing Grant/Funding Access']"
CA_AB_20_434,"(d) The department shall include in its annual report required by Section 50408, a current report of the Joe Serna, Jr. Farmworker Housing Grant Program. The report shall include, but need not be limited to, (1) the number of households assisted, (2) the average income of households assisted and 

88 

Ch. 192— 11 —

the distribution of annual incomes among assisted households, (3) the rents paid by households assisted, (4) the number and amount of grants or loans, or both, made to each grantee in the preceding year, (5) the dollar value of funding derived from sources other than the state for each project receiving a grant or loan, or both, under this section, and an identification of each source, (6) recommendations, as needed, to improve operations of the program and respecting the desirability of extending its application to other groups in rural areas identified by the department as having special need for state housing assistance, and (7) the number of manufactured housing units assisted under this section.",['Reporting']
CA_AB_20_434,"(e) As used in this section: 

(1) “Agricultural employee” has the same meaning as specified in subdivision (b) of Section 1140.4 of the Labor Code, but also includes any person who works on or off the farm in the processing of any agricultural commodity until it is shipped for distribution, whether or not this person is encompassed within the definition specified in subdivision (b) of Section 

1140.4 of the Labor Code.","['Workforce', 'Definition']"
CA_AB_20_434,"(2) “Grantee” means the local public entity, nonprofit corporation, limited liability company, or limited partnership that is awarded the grant or loan, or both, under this section.","['Developers', 'Definition']"
CA_AB_20_434,"(3) “Housing” may include, but is not necessarily limited to, conventionally constructed units and manufactured housing installed pursuant to either Section 18551 or 18613.",['Definition']
CA_AB_20_434,"(4) “Local public entity” includes, but is not limited to, the duly constituted governing body of an Indian reservation or rancheria or a tribally designated housing entity as defined in Section 4103 of Title 25 of the United States Code and Section 50104.6.5",['Definition']
CA_AB_20_434,(5) “Limited liability company” means a limited liability company where all the members are nonprofit public benefit corporations.,['Definition']
CA_AB_20_434,"(6) “Limited partnership” means a limited partnership where all of the general partners are either nonprofit public benefit corporations, limited liability companies, or a combination of nonprofit public benefit corporations and limited liability companies.",['nan']
CA_AB_20_434,"(7) “Nonprofit corporations” includes, but is not limited to, a tribally designated housing entity as defined in Section 4103 of Title 25 of the United States Code and Section 50104.6.5.",['Definition']
CA_AB_20_434,(f) The department may provide the assistance offered pursuant to this chapter in any area where there is a substantial unmet need for farmworker housing.,['nan']
CA_AB_20_434,"(h) This section shall become operative on January 1, 2022",['Time of Adoption']
CA_AB_20_434,"(b) Assistance provided to a project pursuant to this chapter, excluding assistance provided pursuant to Section 50675.1.1, shall be provided in the form of a deferred payment loan to pay for the eligible costs of development as hereafter described.","['Increasing Loan Access', 'Multi-Family']"
CA_AB_20_434,"(c) Except as provided in paragraph (3), on and after January 1, 2008, of the total assistance provided under this chapter, the percentage that is awarded for units restricted to senior citizens, as defined in paragraph (1) of subdivision (b) of Section 51.3 of the Civil Code, shall be proportional to the percentage of lower income renter households in the state that are lower income elderly renter households, as reported by the United States Department of Housing and Urban Development on the basis of the most recent American Community Survey or successor survey conducted by the United States Census Bureau. 

(1) The department shall be deemed to have met its obligation under this subdivision if the assistance awarded is not less than 1 percent below the proportional share. 

(2) This subdivision does not require the department to provide loans to projects that fail to meet minimum threshold requirements under subdivision 

(b) of Section 50675.7. (3) Assistance for projects meeting the definition in paragraph (3) of subdivision (b) of Section 50675.14 shall be excluded from the total assistance calculation under this subdivision. (4) The department shall determine the time period over which it will measure compliance with this section, but that period shall not be less than one year or two funding cycles, whichever period is longer. (5) If, at the end of the time period determined by the department, the total amount of funding for which sponsors have submitted qualified applications is lower than the proportional share, the department may award the remaining funds to units that are not restricted to senior citizens. (6) The department’s annual report to the Legislature submitted under Section 50408 shall include a breakdown of funding awards between units restricted to senior citizens and units that are not age-restricted.",['Seniors']
CA_AB_20_434,(d) This chapter shall be administered by the department and the department shall establish the terms upon which loans may be made consistent with the provisions of this chapter.,['nan']
CA_AB_20_434,"(e) This section shall remain in effect only until January 1, 2022, and as of that date is repealed.",['Repeal']
CA_AB_20_434,"(b) Assistance provided to a project pursuant to this chapter, excluding assistance provided pursuant to Section 50675.1.1, shall be provided in the form of a deferred payment loan to pay for the eligible costs of development as hereafter described.","['Increasing Loan Access', 'Multi-Family']"
CA_AB_20_434,"(c) Except as provided in paragraph (3), on and after January 1, 2008, of the total assistance provided under this chapter, the percentage that is awarded for units restricted to senior citizens, as defined in paragraph (1) of subdivision (b) of Section 51.3 of the Civil Code, shall be proportional to the percentage of lower income renter households in the state that are lower income elderly renter households, as reported by the United States Department of Housing and Urban Development on the basis of the most recent American Community Survey or successor survey conducted by the United States Census Bureau. 

(1) The department shall be deemed to have met its obligation under this subdivision if the assistance awarded is not less than 1 percent below the proportional share. 

(2) This subdivision does not require the department to provide loans to projects that fail to meet minimum threshold requirements under subdivision 

(b) of Section 50675.7. (3) Assistance for projects meeting the definition in paragraph (3) of subdivision (b) of Section 50675.14 shall be excluded from the total assistance calculation under this subdivision. (4) The department shall determine the time period over which it will measure compliance with this section, but that period shall not be less than one year or two funding cycles, whichever period is longer. (5) If, at the end of the time period determined by the department, the total amount of funding for which sponsors have submitted qualified applications is lower than the proportional share, the department may award the remaining funds to units that are not restricted to senior citizens. (6) The department’s annual report to the Legislature submitted under Section 50408 shall include a breakdown of funding awards between units restricted to senior citizens and units that are not age-restricted.",['Seniors']
